00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;139;1222
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;151;2211
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;166;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;311;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;370;1010
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;392;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;439;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;440;0011
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;441;2122
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;454;0100
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;461;1121
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;502;0002
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;503;1000
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;505;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;520;1010
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;522;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;526;1011
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;527;1001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;533;2222
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;593;1000
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;619;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;737;0100
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;742;0100
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;789;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;827;0010
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;835;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;861;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;875;1121
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;891;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;921;1010
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;922;1010
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;1175;0100
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;1185;0001
00001;WHAT ARE THE EFFECTS OF CALCIUM ON THE PHYSICAL PROPERTIES OF MUCUS FROM CF PATIENTS?;1222;0001
00002;CAN ONE DISTINGUISH BETWEEN THE EFFECTS OF MUCUS HYPERSECRETION AND INFECTION ON THE SUBMUCOSAL GLANDS OF THE RESPIRATORY TRACT IN CF?;169;1000
00002;CAN ONE DISTINGUISH BETWEEN THE EFFECTS OF MUCUS HYPERSECRETION AND INFECTION ON THE SUBMUCOSAL GLANDS OF THE RESPIRATORY TRACT IN CF?;434;1001
00002;CAN ONE DISTINGUISH BETWEEN THE EFFECTS OF MUCUS HYPERSECRETION AND INFECTION ON THE SUBMUCOSAL GLANDS OF THE RESPIRATORY TRACT IN CF?;454;0100
00002;CAN ONE DISTINGUISH BETWEEN THE EFFECTS OF MUCUS HYPERSECRETION AND INFECTION ON THE SUBMUCOSAL GLANDS OF THE RESPIRATORY TRACT IN CF?;498;1000
00002;CAN ONE DISTINGUISH BETWEEN THE EFFECTS OF MUCUS HYPERSECRETION AND INFECTION ON THE SUBMUCOSAL GLANDS OF THE RESPIRATORY TRACT IN CF?;499;1000
00002;CAN ONE DISTINGUISH BETWEEN THE EFFECTS OF MUCUS HYPERSECRETION AND INFECTION ON THE SUBMUCOSAL GLANDS OF THE RESPIRATORY TRACT IN CF?;592;0002
00002;CAN ONE DISTINGUISH BETWEEN THE EFFECTS OF MUCUS HYPERSECRETION AND INFECTION ON THE SUBMUCOSAL GLANDS OF THE RESPIRATORY TRACT IN CF?;875;1011
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;23;1000
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;40;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;139;2122
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;190;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;221;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;246;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;309;1000
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;311;0011
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;325;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;345;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;347;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;356;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;370;1001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;374;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;375;2221
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;439;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;440;1120
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;454;1220
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;515;1000
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;520;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;524;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;526;1010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;527;1220
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;533;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;535;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;560;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;561;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;571;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;584;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;604;0002
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;623;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;633;2222
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;733;1000
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;742;1010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;854;0100
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;856;2112
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;950;0010
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;967;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;1144;1111
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;1161;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;1172;1000
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;1175;0001
00003;HOW ARE SALIVARY GLYCOPROTEINS FROM CF PATIENTS DIFFERENT FROM THOSE OF NORMAL SUBJECTS?;1196;0002
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;503;0001
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;538;0100
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;539;0100
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;540;0100
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;553;0001
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;604;2222
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;669;1010
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;711;2122
00004;WHAT IS THE LIPID COMPOSITION OF CF RESPIRATORY SECRETIONS?;876;2222
00005;IS CF MUCUS ABNORMAL?;23;2220
00005;IS CF MUCUS ABNORMAL?;47;2221
00005;IS CF MUCUS ABNORMAL?;50;0001
00005;IS CF MUCUS ABNORMAL?;60;0001
00005;IS CF MUCUS ABNORMAL?;114;0011
00005;IS CF MUCUS ABNORMAL?;132;0001
00005;IS CF MUCUS ABNORMAL?;135;0001
00005;IS CF MUCUS ABNORMAL?;139;0010
00005;IS CF MUCUS ABNORMAL?;151;2222
00005;IS CF MUCUS ABNORMAL?;169;0001
00005;IS CF MUCUS ABNORMAL?;189;0001
00005;IS CF MUCUS ABNORMAL?;190;0001
00005;IS CF MUCUS ABNORMAL?;197;0001
00005;IS CF MUCUS ABNORMAL?;200;0001
00005;IS CF MUCUS ABNORMAL?;226;0001
00005;IS CF MUCUS ABNORMAL?;256;2211
00005;IS CF MUCUS ABNORMAL?;265;0010
00005;IS CF MUCUS ABNORMAL?;297;0001
00005;IS CF MUCUS ABNORMAL?;298;0001
00005;IS CF MUCUS ABNORMAL?;299;0001
00005;IS CF MUCUS ABNORMAL?;311;0001
00005;IS CF MUCUS ABNORMAL?;312;0001
00005;IS CF MUCUS ABNORMAL?;325;1011
00005;IS CF MUCUS ABNORMAL?;333;0001
00005;IS CF MUCUS ABNORMAL?;343;0002
00005;IS CF MUCUS ABNORMAL?;347;0012
00005;IS CF MUCUS ABNORMAL?;349;0001
00005;IS CF MUCUS ABNORMAL?;369;0001
00005;IS CF MUCUS ABNORMAL?;370;1211
00005;IS CF MUCUS ABNORMAL?;371;0001
00005;IS CF MUCUS ABNORMAL?;374;2222
00005;IS CF MUCUS ABNORMAL?;386;1001
00005;IS CF MUCUS ABNORMAL?;392;0001
00005;IS CF MUCUS ABNORMAL?;410;0001
00005;IS CF MUCUS ABNORMAL?;420;0001
00005;IS CF MUCUS ABNORMAL?;427;0001
00005;IS CF MUCUS ABNORMAL?;428;0001
00005;IS CF MUCUS ABNORMAL?;430;1001
00005;IS CF MUCUS ABNORMAL?;434;0001
00005;IS CF MUCUS ABNORMAL?;437;0001
00005;IS CF MUCUS ABNORMAL?;439;2222
00005;IS CF MUCUS ABNORMAL?;440;0010
00005;IS CF MUCUS ABNORMAL?;441;0001
00005;IS CF MUCUS ABNORMAL?;450;0001
00005;IS CF MUCUS ABNORMAL?;461;2120
00005;IS CF MUCUS ABNORMAL?;465;1002
00005;IS CF MUCUS ABNORMAL?;478;0001
00005;IS CF MUCUS ABNORMAL?;496;2120
00005;IS CF MUCUS ABNORMAL?;497;2121
00005;IS CF MUCUS ABNORMAL?;498;1122
00005;IS CF MUCUS ABNORMAL?;499;2122
00005;IS CF MUCUS ABNORMAL?;500;1012
00005;IS CF MUCUS ABNORMAL?;501;0100
00005;IS CF MUCUS ABNORMAL?;502;0100
00005;IS CF MUCUS ABNORMAL?;503;2221
00005;IS CF MUCUS ABNORMAL?;505;0001
00005;IS CF MUCUS ABNORMAL?;511;1101
00005;IS CF MUCUS ABNORMAL?;513;0010
00005;IS CF MUCUS ABNORMAL?;516;1010
00005;IS CF MUCUS ABNORMAL?;520;1000
00005;IS CF MUCUS ABNORMAL?;524;1010
00005;IS CF MUCUS ABNORMAL?;531;0001
00005;IS CF MUCUS ABNORMAL?;533;2211
00005;IS CF MUCUS ABNORMAL?;549;0001
00005;IS CF MUCUS ABNORMAL?;553;1001
00005;IS CF MUCUS ABNORMAL?;559;0001
00005;IS CF MUCUS ABNORMAL?;561;0010
00005;IS CF MUCUS ABNORMAL?;568;0001
00005;IS CF MUCUS ABNORMAL?;590;0001
00005;IS CF MUCUS ABNORMAL?;592;1001
00005;IS CF MUCUS ABNORMAL?;593;2222
00005;IS CF MUCUS ABNORMAL?;604;0002
00005;IS CF MUCUS ABNORMAL?;605;0100
00005;IS CF MUCUS ABNORMAL?;633;2122
00005;IS CF MUCUS ABNORMAL?;669;0010
00005;IS CF MUCUS ABNORMAL?;701;0001
00005;IS CF MUCUS ABNORMAL?;702;1000
00005;IS CF MUCUS ABNORMAL?;710;2212
00005;IS CF MUCUS ABNORMAL?;711;0002
00005;IS CF MUCUS ABNORMAL?;722;0001
00005;IS CF MUCUS ABNORMAL?;724;0002
00005;IS CF MUCUS ABNORMAL?;729;0001
00005;IS CF MUCUS ABNORMAL?;731;0002
00005;IS CF MUCUS ABNORMAL?;733;0002
00005;IS CF MUCUS ABNORMAL?;750;0100
00005;IS CF MUCUS ABNORMAL?;761;0001
00005;IS CF MUCUS ABNORMAL?;763;0001
00005;IS CF MUCUS ABNORMAL?;772;0100
00005;IS CF MUCUS ABNORMAL?;779;0001
00005;IS CF MUCUS ABNORMAL?;788;0001
00005;IS CF MUCUS ABNORMAL?;805;2211
00005;IS CF MUCUS ABNORMAL?;843;0002
00005;IS CF MUCUS ABNORMAL?;845;0001
00005;IS CF MUCUS ABNORMAL?;856;2121
00005;IS CF MUCUS ABNORMAL?;857;1000
00005;IS CF MUCUS ABNORMAL?;861;1212
00005;IS CF MUCUS ABNORMAL?;864;0001
00005;IS CF MUCUS ABNORMAL?;867;0101
00005;IS CF MUCUS ABNORMAL?;875;2222
00005;IS CF MUCUS ABNORMAL?;876;0002
00005;IS CF MUCUS ABNORMAL?;888;0002
00005;IS CF MUCUS ABNORMAL?;889;0002
00005;IS CF MUCUS ABNORMAL?;895;2210
00005;IS CF MUCUS ABNORMAL?;925;0001
00005;IS CF MUCUS ABNORMAL?;935;0001
00005;IS CF MUCUS ABNORMAL?;943;0001
00005;IS CF MUCUS ABNORMAL?;944;0001
00005;IS CF MUCUS ABNORMAL?;975;2112
00005;IS CF MUCUS ABNORMAL?;980;2120
00005;IS CF MUCUS ABNORMAL?;982;0002
00005;IS CF MUCUS ABNORMAL?;990;0002
00005;IS CF MUCUS ABNORMAL?;1000;0002
00005;IS CF MUCUS ABNORMAL?;1019;0001
00005;IS CF MUCUS ABNORMAL?;1038;0001
00005;IS CF MUCUS ABNORMAL?;1040;0001
00005;IS CF MUCUS ABNORMAL?;1064;2220
00005;IS CF MUCUS ABNORMAL?;1076;0001
00005;IS CF MUCUS ABNORMAL?;1080;0001
00005;IS CF MUCUS ABNORMAL?;1088;0001
00005;IS CF MUCUS ABNORMAL?;1091;0001
00005;IS CF MUCUS ABNORMAL?;1092;0002
00005;IS CF MUCUS ABNORMAL?;1093;0002
00005;IS CF MUCUS ABNORMAL?;1098;0001
00005;IS CF MUCUS ABNORMAL?;1144;2111
00005;IS CF MUCUS ABNORMAL?;1156;0001
00005;IS CF MUCUS ABNORMAL?;1175;1120
00005;IS CF MUCUS ABNORMAL?;1185;0001
00005;IS CF MUCUS ABNORMAL?;1188;0001
00005;IS CF MUCUS ABNORMAL?;1196;1000
00005;IS CF MUCUS ABNORMAL?;1223;0001
00005;IS CF MUCUS ABNORMAL?;1226;0001
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;25;0010
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;31;2222
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;90;1000
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;195;0100
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;326;0001
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;370;0110
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;438;0001
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;440;0010
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;441;1000
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;503;1220
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;511;0010
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;586;0001
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;592;1010
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;593;1000
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;722;0001
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;731;0001
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;734;0002
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;805;1000
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;875;1120
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;922;0010
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;963;1000
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;975;1010
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;1092;0001
00006;WHAT IS THE EFFECT OF WATER OR OTHER THERAPEUTIC AGENTS ON THE PHYSICAL PROPERTIES (VISCOSITY, ELASTICITY) OF SPUTUM OR BRONCHIAL SECRETIONS FROM CF PATIENTS?;1093;0002
00007;ARE MUCUS GLYCOPROTEINS DEGRADED DIFFERENTLY IN CF PATIENTS AS COMPARED TO THOSE FROM NORMAL SUBJECTS?;45;0100
00007;ARE MUCUS GLYCOPROTEINS DEGRADED DIFFERENTLY IN CF PATIENTS AS COMPARED TO THOSE FROM NORMAL SUBJECTS?;53;0001
00007;ARE MUCUS GLYCOPROTEINS DEGRADED DIFFERENTLY IN CF PATIENTS AS COMPARED TO THOSE FROM NORMAL SUBJECTS?;166;0002
00007;ARE MUCUS GLYCOPROTEINS DEGRADED DIFFERENTLY IN CF PATIENTS AS COMPARED TO THOSE FROM NORMAL SUBJECTS?;171;0001
00007;ARE MUCUS GLYCOPROTEINS DEGRADED DIFFERENTLY IN CF PATIENTS AS COMPARED TO THOSE FROM NORMAL SUBJECTS?;256;0101
00007;ARE MUCUS GLYCOPROTEINS DEGRADED DIFFERENTLY IN CF PATIENTS AS COMPARED TO THOSE FROM NORMAL SUBJECTS?;370;0001
